I0,I1,I2,I3,I4,I5
6504,5077,6922,-1036,1314,-278
6902,5097,6788,-1081,1727,-646
7165,4833,6225,-999,1633,-634
7104,4894,5416,-1093,1520,-427
7066,5577,4930,-888,1291,-403
6904,6505,5094,-644,863,-219
6331,6742,5257,-525,659,-134
5433,6566,5453,151,412,-563
5143,6854,5335,1191,-428,-763
5092,6906,5754,1488,-1316,-172
4995,7003,6196,1339,-1195,-144
5026,6971,6888,1277,-1157,-120
4953,6209,7046,941,-1021,80
5122,5405,6876,657,-705,48
5855,5240,6758,394,-633,239
6679,5318,6366,-259,-649,908
6806,5192,6032,-1084,-292,1376
6952,5047,6021,-1473,362,1111
6975,5023,5527,-1401,947,454
7062,5424,4937,-1424,1262,162
7048,6210,4951,-1203,1050,153
6724,6854,5144,-876,727,149
5884,6806,5193,-494,542,-48
5157,6840,5786,449,117,-566
5017,6981,5857,1270,-481,-789
5024,6975,6330,1386,-818,-568
5053,6900,6946,1314,-910,-404
4954,6127,7044,1045,-838,-207
5124,5396,6874,673,-557,-116
6036,5233,6766,182,-329,147
6742,5257,6489,-742,-145,887
6931,5068,6466,-1211,342,869
6997,5002,5903,-1202,841,361
6962,5037,5316,-1089,906,183
6980,5576,5018,-840,835,5
6908,6295,5090,-481,607,-126
6254,6689,5310,-124,455,-331
5445,6645,5353,435,295,-730
5095,6903,5247,1175,-621,-554
5022,6976,5694,1333,-1210,-123
4908,7091,6298,1226,-1189,-37
5024,6771,6975,1225,-1212,-13
4986,6063,7013,763,-906,143
5345,5301,6697,341,-567,226
6280,5441,6558,-217,-561,778
6630,5367,6367,-1007,-461,1468
6894,5105,6653,-1434,500,934
6943,5055,6179,-1404,1316,88
7028,4970,5561,-1292,1319,-27
7023,5359,4976,-1340,1355,-15
7025,6202,4975,-952,1021,-69
6713,6803,5196,-719,662,57
5901,6732,5267,-420,582,-162
5197,6802,5586,244,305,-549
4962,7037,5780,1258,-647,-611
4980,7019,6335,1403,-977,-426
5031,6808,6968,1282,-935,-347
4977,6029,7020,827,-725,-102
5211,5342,6787,463,-512,49
5965,5279,6720,204,-470,266
6736,5262,6449,-719,-178,897
6940,5059,6551,-1278,515,763
7005,4994,5996,-1342,1050,292
7045,4953,5300,-1247,1063,184
7021,5560,4977,-1020,999,21
6954,6277,5045,-691,759,-68
6468,6734,5264,-448,579,-131
5433,6566,5443,235,620,-855
5206,6793,5623,1066,185,-1251
5041,6957,5605,1577,-997,-580
4977,7021,6168,1524,-1344,-180
5056,6919,6943,1470,-1320,-150
4970,6232,7029,1051,-1068,17
5142,5349,6855,665,-737,72
5887,5256,6743,417,-571,154
6655,5343,6501,-233,-421,654
6972,5027,6577,-1282,497,785
7010,4987,6006,-1588,1240,348
7058,4939,5436,-1484,1211,273
7041,5490,4958,-1235,1156,79
7008,6260,4989,-791,841,-50
6560,6800,5197,-492,567,-75
5475,6614,5386,107,542,-649
5194,6805,5698,972,241,-1213
5027,6972,5778,1449,-616,-833
5003,6997,6249,1361,-946,-415
5026,6933,6974,1282,-1140,-142
4936,6026,7062,1045,-1021,-24
5148,5245,6849,692,-689,-3
6024,5233,6766,371,-523,152
6701,5298,6187,-409,-473,882
6861,5139,6109,-1255,-38,1293
6971,5027,5962,-1489,706,783
6959,5039,5342,-1379,1054,325
7044,5544,4955,-1390,1174,216
6983,6320,5016,-1007,802,205
6589,6824,5175,-642,552,90
5668,6693,5306,-230,467,-237
5151,6848,5745,667,164,-831
4986,7013,5772,1366,-722,-644
4971,7026,6385,1458,-1088,-370
5044,6771,6954,1309,-1031,-278
4995,6033,7002,910,-763,-147
5135,5325,6864,534,-449,-85
5923,5152,6846,242,-254,12
6807,5192,6727,-398,126,272
6959,5040,6383,-1016,719,297
6979,5019,5802,-928,664,264
6875,5122,5216,-698,514,184
6942,5740,5056,-493,450,43
6777,6547,5221,-40,114,-74
6145,6845,5154,322,-214,-108
5543,6929,5070,728,-587,-141
5131,6867,5278,842,-825,-17
5016,6984,5843,640,-642,2
5045,6953,6433,458,-504,46
5175,6628,6823,334,-544,210
5252,5970,6746,17,-512,495
5401,5269,6730,-92,-205,297
6012,4945,7054,-143,494,-351
6659,5021,6976,-761,1269,-508
7067,4932,6708,-1041,1507,-466
7093,4906,5936,-910,1233,-323
6925,5074,5213,-521,770,-249
6663,5828,5335,129,600,-729
6435,6437,5562,1058,447,-1505
6050,6795,5203,1020,-149,-871
5769,6880,5119,1006,-1294,288
5427,6884,5115,979,-1548,569
4972,7026,5322,811,-1468,657
4818,7182,6064,822,-1437,615
5005,6994,6992,749,-1298,549
4948,5994,7051,633,-1051,418
5231,5317,6768,536,-707,171
6036,5289,6709,266,-684,418
6760,5239,6389,-469,-297,766
6935,5062,6424,-1407,805,602
6977,5021,5987,-1454,1197,257
7017,4983,5336,-1344,1164,180
7014,5528,4984,-1137,1089,48
6956,6324,5042,-664,762,-98
6460,6760,5238,-447,634,-187
5509,6590,5410,79,644,-723
5224,6775,5754,998,281,-1279
5029,6969,5675,1503,-620,-883
4996,7002,6237,1438,-1142,-296
5023,6961,6975,1403,-1280,-123
4946,6127,7053,1230,-1159,-71
5111,5376,6888,809,-740,-69
5869,5219,6780,414,-502,88
6706,5292,6435,-395,-313,708
6952,5045,6486,-1262,415,847
7000,4998,5983,-1494,1125,369
7023,4975,5348,-1441,1237,204
7044,5494,4955,-1357,1186,171
6989,6299,5009,-921,792,129
6559,6809,5190,-485,479,6
5546,6650,5349,83,403,-486
5175,6823,5620,972,96,-1068
5006,6992,5746,1302,-594,-708
5001,6996,6380,1188,-843,-345
5048,6775,6950,954,-818,-136
4994,6028,7004,594,-672,78
5254,5348,6745,369,-540,171
6174,5381,6618,-42,-464,506
6670,5327,6427,-892,-298,1190
6915,5084,6601,-1340,559,781
6982,5016,6103,-1317,1198,119
7052,4947,5443,-1256,1244,12
7012,5410,4986,-1257,1255,2
6989,6217,5010,-827,895,-68
6591,6763,5235,-580,576,4
5718,6663,5335,-137,482,-345
5103,6895,5434,797,-135,-662
4998,7000,5718,1458,-1175,-283
4920,7078,6286,1449,-1251,-198
5018,6930,6981,1409,-1225,-184
4931,6061,7068,886,-927,41
5165,5293,6832,548,-517,-31
6050,5273,6724,220,-456,236
6738,5260,6298,-560,-397,957
6898,5101,6253,-1249,127,1122
7001,4997,5956,-1390,782,608
6997,5001,5281,-1286,984,302
7022,5609,4976,-1137,1019,118
6940,6373,5058,-668,742,-74
6412,6775,5223,-532,708,-176
5496,6544,5455,-46,707,-661
5259,6739,6017,817,505,-1322
5093,6906,5791,1537,-290,-1247
5037,6961,6167,1531,-1047,-484
5062,6936,6892,1421,-1211,-210
4960,6219,7039,1280,-1153,-127
5065,5461,6934,987,-814,-173
5652,5168,6831,687,-571,-116
6521,5239,6760,148,-322,174
7035,4963,6517,-877,512,365
7014,4984,5926,-1425,1128,297
6950,5049,5329,-1272,879,393
6983,5530,5015,-927,712,215
6944,6256,5054,-589,515,74
6541,6841,5158,-343,252,91
5617,6867,5131,195,-74,-121
5093,6906,5240,928,-625,-303
5039,6959,5826,941,-693,-248
5072,6927,6525,555,-350,-205
5145,6482,6854,210,-85,-125
5288,5751,6710,-345,90,255
5561,5265,6734,-818,324,494
6039,5110,6889,-763,611,152
6536,5108,6890,-783,835,-52
6953,5046,6699,-744,930,-186
7096,4902,6029,-710,1078,-368
6929,5070,5331,-726,1033,-307
6938,5625,5061,-550,933,-383
6858,6312,5142,-459,764,-305
6472,6709,5289,-466,545,-79
5634,6765,5233,-8,157,-149
5087,6911,5215,993,-929,-64
4977,7022,5611,1401,-1505,104
4888,7111,6271,1504,-1533,29
5047,6871,6952,1142,-1191,49
4985,6015,7014,597,-857,260
5471,5361,6637,4,-489,485
6329,5446,6553,-787,-493,1280
6725,5273,6725,-1158,-68,1226
6901,5097,6621,-1439,1205,234
7025,4974,6078,-1327,1397,-70
7049,4950,5387,-1298,1346,-48
7010,5472,4987,-1008,1162,-154
6937,6359,5063,-635,861,-226
6376,6705,5294,-387,578,-191
5508,6564,5434,173,625,-798
5173,6825,5553,1054,75,-1129
5024,6975,5631,1536,-1149,-387
4943,7056,6202,1474,-1447,-27
5013,6985,6978,1530,-1465,-65
4911,6145,7087,1161,-1175,14
5100,5289,6898,799,-772,-27
5893,5162,6838,453,-415,-38
6770,5228,6551,-332,-68,400
6984,5014,6409,-1204,662,542
7009,4989,5857,-1390,995,395
6939,5060,5246,-1249,863,386
6982,5638,5017,-855,676,179
6912,6348,5087,-520,515,5
6443,6808,5191,-393,356,37
5500,6752,5245,188,80,-268
5082,6916,5359,944,-379,-565
5003,6995,5848,1174,-900,-274
5036,6962,6454,911,-676,-235
5087,6657,6912,576,-535,-41
5148,5953,6850,315,-493,178
5425,5275,6723,-6,-192,198
6142,5092,6906,-293,248,45
6712,5119,6879,-917,944,-27
6906,5092,6486,-1134,1086,48
7040,4959,5962,-914,856,58
6960,5039,5292,-1016,979,37
6959,5619,5040,-847,912,-65
6902,6310,5097,-558,650,-92
6543,6770,5229,-499,545,-46
5698,6848,5150,-145,171,-26
5045,6953,5313,843,-778,-65
5002,6997,5831,1339,-1176,-163
4986,7012,6412,1229,-979,-250
5058,6730,6941,946,-816,-130
5024,5995,6975,512,-632,120
5447,5352,6646,81,-423,342
6349,5410,6588,-785,-182,967
6636,5251,6747,-1238,258,980
6818,5180,6627,-1323,1074,249
6964,5034,6159,-1155,1220,-65
7049,4950,5539,-1209,1261,-52
6972,5317,5026,-1150,1228,-78
6989,6093,5010,-904,972,-68
6738,6740,5259,-592,616,-24
5913,6712,5286,-247,506,-259
5108,6891,5320,572,-144,-428
4994,7005,5632,1378,-1286,-92
4930,7068,6202,1496,-1334,-162
5032,6966,6895,1279,-1108,-171
4984,6210,7015,972,-917,-55
5143,5480,6855,504,-489,-15
6035,5297,6702,-100,-182,282
6631,5221,6777,-981,204,777
6900,5099,6639,-1208,928,280
7027,4971,6097,-1192,1109,83
7023,4975,5440,-1035,976,59
6970,5432,5029,-787,865,-78
6900,6190,5099,-494,652,-158
6297,6590,5409,2,489,-491
5554,6592,5408,717,440,-1157
5178,6919,5079,1211,-489,-722
5043,6956,5457,1459,-1504,45
4873,7126,6047,1339,-1486,147
4955,7044,6824,1412,-1507,95
4903,6190,7094,1058,-1282,224
5089,5351,6909,664,-714,50
5799,5208,6791,529,-539,10
6704,5295,6627,-111,-302,413
6998,5000,6450,-1159,607,552
7014,4985,5935,-1511,1138,373
7026,4972,5288,-1453,1102,351
7010,5567,4989,-1121,902,219
6942,6323,5056,-532,599,-67
6323,6701,5297,-282,502,-220
5420,6579,5619,501,552,-1053
5229,6770,5605,1236,205,-1441
5048,6951,5555,1556,-951,-605
4968,7029,6160,1427,-1316,-111
5045,6953,6895,1386,-1328,-58
4975,6204,7023,984,-1090,106
5134,5395,6864,684,-797,113
5823,5252,6747,459,-644,185
6642,5357,6473,-184,-493,677
6978,5021,6562,-1301,509,792
6981,5018,6086,-1723,1415,308
7032,4966,5494,-1670,1396,274
7012,5333,4987,-1767,1444,323
7037,6106,4961,-1141,925,216
6787,6819,5179,-695,619,76
5868,6761,5237,-316,476,-160
5172,6826,5655,620,172,-792
5016,6983,5686,1339,-561,-778
5005,6994,6259,1398,-897,-501
5033,6965,6905,1337,-1003,-334
4953,6193,7045,1244,-995,-249
5084,5459,6915,697,-608,-89
5806,5212,6787,360,-467,107
6679,5319,6395,-448,-339,787
6853,5146,6326,-1212,57,1155
6984,5015,6059,-1398,784,614
6999,5001,5451,-1355,1021,334
7031,5378,4967,-1361,1139,222
7012,6182,4987,-1031,866,165
6728,6811,5189,-641,564,77
5785,6725,5274,-244,452,-208
5207,6791,5735,633,265,-898
5004,6995,5651,1320,-496,-824
4981,7017,6235,1423,-1044,-379
5069,6929,6924,1419,-1138,-281
4978,6199,7020,1094,-923,-171
5071,5494,6929,650,-543,-107
5667,5158,6841,455,-422,-33
6621,5227,6772,-109,-106,215
6981,5017,6496,-946,569,377
6992,5006,5907,-1125,826,299
6916,5082,5323,-948,644,304
6949,5557,5048,-700,529,171
6918,6355,5080,-387,305,82
6413,6870,5128,12,-91,79
5616,6929,5071,394,-375,-19
5136,6862,5205,881,-844,-37
5027,6972,5766,800,-749,-51
5018,6980,6378,551,-510,-41
5136,6722,6864,491,-521,30
5198,6031,6800,195,-463,268
5384,5300,6700,-148,-121,269
6016,5038,6960,-294,400,-106
6571,5066,6932,-891,1086,-195
6980,5017,6758,-1082,1321,-239
7097,4901,6079,-1014,1281,-267
6975,5024,5374,-769,925,-156
6900,5611,5099,-454,804,-350
6523,6287,5475,208,625,-833
6099,6571,5427,875,410,-1285
5695,6972,5026,981,-585,-396
5472,6894,5105,1106,-1628,522
5044,6954,5253,1038,-1734,696
4813,7186,5878,1052,-1669,617
4921,7077,6742,1018,-1474,456
4946,6252,7053,1021,-1262,241
5111,5484,6888,618,-786,168
5805,5281,6718,402,-711,309
6617,5382,6471,-206,-583,789
6904,5093,6458,-1280,283,997
6943,5056,6198,-1661,1285,376
7004,4994,5610,-1518,1313,205
6996,5209,5003,-1473,1315,158
7061,6034,4937,-1060,1043,17
6831,6823,5168,-694,690,4
5964,6790,5208,-402,466,-64
5151,6849,5556,474,80,-554
4983,7015,5676,1261,-707,-554
4997,7001,6295,1298,-912,-386
5100,6857,6899,1016,-739,-277
5005,6142,6993,633,-625,-8
5185,5410,6813,334,-411,77
6010,5199,6798,-79,-56,135
6664,5134,6866,-891,467,424
6902,5095,6584,-1226,1062,164
7035,4964,6079,-1220,1163,57
6999,4999,5407,-1228,1163,65
6962,5465,5036,-860,899,-39
6930,6201,5069,-485,665,-180
6360,6646,5352,-115,460,-345
5509,6596,5402,629,362,-991
5164,6904,5095,1225,-499,-726
5045,6952,5508,1451,-1480,29
4893,7105,6086,1392,-1474,82
4995,7004,6846,1339,-1394,55
4963,6249,7036,1082,-1192,110
5123,5460,6877,592,-679,87
5909,5316,6683,226,-532,306
6661,5339,6375,-561,-460,1021
6927,5072,6627,-1334,441,893
6971,5028,6195,-1554,1349,205
7045,4953,5563,-1452,1389,63
7010,5251,4988,-1438,1357,81
7046,6080,4954,-964,972,-8
6758,6790,5210,-662,568,94
5870,6716,5283,-275,457,-182
5145,6854,5561,528,118,-646
4988,7010,5674,1264,-747,-517
4981,7018,6294,1262,-921,-341
5080,6892,6919,1071,-805,-266
4998,6144,7001,686,-663,-23
5221,5416,6777,304,-436,132
5965,5234,6764,-19,-277,296
6743,5226,6773,-704,170,534
6924,5074,6536,-1150,926,224
7036,4962,6016,-1203,1079,124
6992,5007,5371,-1241,1074,167
6959,5514,5038,-895,842,53
6934,6221,5064,-503,604,-101
6544,6732,5267,-398,538,-140
5648,6646,5353,22,472,-494
5159,6839,5465,934,-68,-866
5024,6973,5633,1460,-1100,-360
4941,7057,6201,1449,-1276,-173
5057,6941,6920,1401,-1251,-150
5000,6170,6999,1042,-992,-50
5129,5446,6869,618,-651,33
5858,5288,6709,317,-545,228
6684,5314,6440,-444,-433,877
6955,5043,6631,-1375,584,791
6986,5012,6126,-1652,1375,277
7053,4946,5507,-1560,1341,219
7019,5317,4978,-1553,1370,183
7024,6130,4974,-1097,961,136
6739,6807,5192,-629,609,20
5809,6701,5298,-224,504,-280
5190,6808,5671,730,249,-979
5023,6975,5662,1434,-623,-811
5002,6995,6201,1480,-1008,-472
5018,6981,6874,1390,-1130,-260
4913,6245,7086,1412,-1161,-251
5038,5437,6960,936,-701,-235
5681,5120,6878,517,-491,-26
6699,5300,6598,-176,-256,432
6860,5138,6148,-1016,-31,1047
6958,5039,5880,-1249,344,905
6908,5090,5379,-1130,604,526
6985,5512,5014,-1027,752,275
6973,6233,5025,-839,617,222
6710,6879,5119,-577,327,250
5866,6932,5067,-302,75,227
5074,6925,5330,370,-302,-68
4973,7025,5866,940,-792,-148
5037,6960,6483,842,-620,-222
5085,6567,6915,530,-416,-114
5165,5758,6834,61,-72,11
5595,5182,6817,-432,413,19
6069,5105,6893,-851,858,-7
6553,5116,6882,-914,962,-48
6904,5094,6592,-844,933,-89
7035,4964,6019,-690,812,-122
6960,5038,5362,-688,831,-143
6946,5568,5053,-657,880,-223
6889,6269,5110,-531,718,-187
6504,6704,5294,-475,596,-121
5740,6731,5268,-163,398,-235
5028,6971,5251,752,-572,-180
4965,7033,5693,1427,-1392,-35
4850,7147,6299,1490,-1422,-68
5021,6845,6976,1455,-1336,-119
4961,6011,7037,831,-886,55
5228,5280,6770,462,-545,83
6247,5375,6624,-59,-458,517
6680,5318,6368,-980,-346,1326
6912,5087,6551,-1476,526,950
6944,5054,6087,-1485,1243,242
6999,4998,5464,-1380,1232,148
6996,5378,5003,-1338,1214,124
7002,6142,4997,-989,918,71
6741,6796,5204,-746,662,84
5876,6730,5269,-376,554,-178
5232,6767,5721,363,433,-796
4967,7032,5637,1335,-458,-877
4966,7032,6230,1632,-1175,-457
5038,6960,6914,1553,-1182,-371
4947,6195,7051,1181,-1014,-167
5095,5432,6904,715,-671,-44
5807,5206,6792,411,-411,0
6749,5250,6652,-410,-34,444
6933,5065,6512,-1313,909,404
6996,5002,6032,-1435,1090,345
7049,4949,5389,-1312,1016,296
6996,5462,5002,-1108,989,119
6946,6269,5053,-595,676,-81
6393,6701,5298,-224,421,-197
5451,6671,5329,519,251,-770
5118,6880,5147,1194,-567,-627
5025,6974,5685,1331,-1159,-172
4917,7082,6281,1195,-1099,-96
5061,6859,6938,1073,-1068,-5
5009,6066,6989,595,-828,233
5369,5375,6630,180,-586,406
6373,5516,6483,-568,-440,1008
6607,5306,6693,-1254,75,1179
6770,5230,6706,-1407,1175,232
6899,5099,6306,-1261,1379,-118
7042,4957,5776,-1192,1295,-103
6960,5050,5039,-1403,1464,-61
7056,5874,4942,-1182,1297,-115
6855,6678,5143,-857,747,110
6185,6781,5217,-471,500,-29
5243,6850,5148,137,25,-162
4965,7033,5570,1160,-1123,-37
4952,7046,6173,1420,-1251,-169
5054,6944,6828,1133,-905,-228
4975,6300,7023,754,-719,-35
5115,5491,6883,508,-420,-88
5963,5212,6787,-140,35,105
6560,5078,6921,-950,515,435
6897,5102,6679,-1119,972,147
7011,4987,6107,-906,833,73
6979,5019,5447,-552,550,2
6850,5447,5148,-295,543,-248
6629,6180,5369,207,499,-706
6247,6683,5316,814,123,-937
5782,6982,5017,853,-802,-51
5390,6958,5041,1061,-1494,433
4929,7070,5294,1076,-1624,548
4835,7163,6075,933,-1435,502
5014,6985,6917,717,-1163,446
5015,6066,6983,605,-878,273
5398,5471,6601,156,-512,356
6122,5308,6690,-308,-385,693
6662,5045,6954,-985,622,363
6899,5098,6733,-1357,1553,-196
7091,4907,6222,-1326,1562,-236
7077,4920,5481,-1311,1410,-99
7021,5431,4978,-871,1122,-251
6936,6325,5062,-588,815,-227
6375,6689,5310,-358,632,-274
5455,6580,5419,265,684,-949
5203,6796,5603,1093,172,-1265
5035,6964,5593,1520,-1014,-506
4959,7040,6209,1423,-1324,-99
5060,6939,6932,1379,-1307,-72
4977,6155,7022,937,-1053,116
5162,5364,6837,609,-754,145
5920,5288,6710,371,-659,288
6660,5339,6354,-327,-525,852
6944,5055,6495,-1357,399,958
6974,5025,6077,-1676,1327,349
7024,4975,5496,-1595,1348,247
7047,5336,4952,-1594,1411,183
7068,6177,4930,-1132,1030,102
6696,6848,5151,-820,562,258
5831,6827,5172,-314,323,-9
5069,6928,5484,589,-184,-405
5015,6983,5846,1184,-751,-433
5038,6960,6421,1065,-645,-420
5089,6706,6909,849,-583,-266
5037,5997,6961,486,-458,-28
5331,5219,6780,22,-36,14
6145,5083,6916,-407,358,49
6652,5126,6873,-941,857,84
6908,5090,6512,-939,865,74
6982,5017,5913,-633,604,29
6856,5142,5336,-414,459,-45
6786,5659,5213,-69,412,-343
6710,6340,5288,163,382,-545
6369,6889,5110,143,-124,-19
5627,6957,5041,467,-978,511
5213,6954,5044,1035,-1359,324
4852,7146,5468,1051,-1565,514
4860,7138,6308,1063,-1497,434
4992,6739,7007,818,-1166,348
5049,5860,6948,456,-783,327
5686,5417,6582,-100,-491,591
6348,5397,6602,-932,-330,1262
6694,5129,6868,-1271,627,644
6836,5162,6623,-1358,1474,-116
7015,4983,6140,-1183,1371,-188
7052,4946,5470,-1184,1307,-123
6992,5398,5006,-1010,1197,-187
6946,6224,5053,-702,910,-208
6463,6704,5295,-374,667,-293
5604,6596,5402,81,761,-842
5206,6792,5667,842,322,-1164
4997,7002,5637,1480,-892,-588
4944,7054,6161,1504,-1412,-92
4987,7012,6968,1567,-1501,-66
4897,6167,7101,1296,-1256,-40
5066,5313,6933,899,-815,-84
5846,5131,6867,519,-473,-46
6768,5231,6606,-250,-14,264
6979,5020,6365,-1148,643,505
7002,4996,5829,-1355,919,436
6927,5072,5236,-1253,805,448
6971,5643,5027,-896,640,256
6926,6378,5073,-539,434,105
6449,6861,5137,-277,186,91
5539,6814,5184,187,-6,-181
5095,6903,5423,784,-296,-488
5007,6992,5874,957,-677,-280
5064,6934,6492,707,-516,-191
5101,6546,6897,495,-415,-80
5195,5812,6804,112,-231,119
5528,5233,6766,-256,115,141
6180,5054,6945,-534,510,24
6641,5120,6878,-897,953,-56
6906,5092,6528,-988,1011,-23
7048,4951,5989,-872,920,-48
6978,5021,5308,-1020,1072,-52
6964,5606,5034,-932,1055,-123
6896,6316,5102,-646,753,-107
6548,6768,5231,-563,602,-39
5763,6841,5157,-275,273,2
5027,6972,5320,759,-777,18
4983,7016,5808,1414,-1276,-138
4947,7051,6404,1391,-1165,-226
5044,6754,6955,1106,-974,-132
5017,5969,6981,543,-690,147
5559,5366,6633,-33,-438,471
6342,5426,6573,-979,-228,1207
6640,5287,6712,-1285,172,1113
6811,5187,6620,-1320,1023,297
6947,5052,6153,-1127,1186,-59
7043,4955,5547,-1163,1224,-61
6979,5302,5020,-1245,1295,-50
6999,6089,4999,-937,1020,-83
6728,6750,5248,-644,636,8
5935,6722,5276,-304,524,-220
5102,6897,5347,488,-121,-367
4990,7009,5660,1379,-1294,-85
4935,7064,6231,1524,-1351,-173
5038,6961,6909,1361,-1153,-208
4981,6210,7018,1042,-915,-127
5118,5486,6880,543,-497,-46
5966,5243,6755,12,-167,155
6670,5239,6760,-875,189,686
6909,5090,6618,-1178,834,344
7009,4989,6063,-1179,1041,138
6998,5001,5426,-1011,913,98
6961,5451,5038,-839,822,17
6924,6168,5075,-461,590,-129
6420,6658,5340,-109,480,-371
5532,6571,5427,428,487,-915
5173,6826,5269,1111,-158,-953
5030,6969,5541,1440,-1264,-176
4910,7089,6123,1359,-1393,34
4979,7021,6874,1462,-1449,-13
4937,6217,7062,1238,-1239,1
5098,5435,6900,754,-691,-63
5720,5208,6792,493,-551,58
6672,5296,6703,-99,-255,354
6984,5015,6505,-1131,653,478
7009,4990,5982,-1515,1195,320
7033,4965,5368,-1510,1150,360
6985,5475,5013,-1359,1011,348
6970,6199,5029,-688,598,90
6613,6775,5223,-433,494,-61
5605,6610,5390,56,547,-603
5281,6718,5842,887,531,-1418
5091,6907,5785,1438,-122,-1316
4991,7007,6067,1508,-939,-569
5008,6991,6835,1390,-1207,-183
4933,6277,7066,1265,-1213,-52
5062,5460,6936,946,-881,-65
5682,5171,6827,622,-652,30
6554,5357,6641,131,-506,375
6941,5058,6271,-908,99,809
6995,5003,5972,-1542,986,556
6993,5006,5433,-1534,1063,471
7062,5385,4936,-1538,1174,364
7041,6231,4958,-1168,831,337
6698,6856,5142,-769,453,316
5797,6862,5136,-262,225,37
5105,6893,5552,635,-169,-466
5045,6953,5873,1099,-453,-646
5064,6934,6436,972,-436,-536
5091,6692,6907,812,-430,-382
5021,5978,6978,499,-337,-162
5270,5233,6766,76,-41,-35
6027,5123,6876,-257,159,98
6677,5087,6912,-717,505,212
6924,5075,6503,-831,772,59
6976,5022,5899,-634,606,28
6863,5134,5314,-478,497,-19
6829,5645,5170,-281,520,-239
6750,6362,5248,-23,374,-351
6373,6905,5094,68,-184,116
5594,6934,5065,506,-1014,508
5225,6950,5049,1086,-1420,334
4864,7134,5435,1122,-1646,524
4859,7139,6268,1117,-1534,417
5002,6778,6996,887,-1212,325
5015,5912,6984,520,-826,306
5591,5400,6598,0,-499,499
6343,5418,6581,-837,-380,1217
6700,5130,6869,-1234,446,788
6850,5149,6641,-1383,1429,-46
7026,4973,6136,-1204,1371,-167
7049,4949,5463,-1187,1296,-109
6991,5418,5008,-973,1170,-197
6939,6259,5058,-601,876,-275
6356,6679,5320,-234,676,-442
5505,6565,5433,264,779,-1043
5219,6780,5630,990,303,-1293
5008,6991,5602,1514,-976,-538
4947,7052,6154,1496,-1492,-4
4997,7001,6940,1570,-1548,-22
4914,6170,7084,1263,-1270,7
5083,5340,6914,886,-842,-44
5832,5171,6827,525,-493,-32
6732,5267,6591,-222,-119,341
6975,5024,6423,-1177,633,544
7000,4998,5914,-1434,1044,390
6990,5007,5287,-1431,1028,403
6981,5566,5018,-1179,879,300
6946,6277,5053,-682,567,115
6618,6821,5178,-503,455,48
5607,6700,5299,-17,312,-295
5174,6825,5644,823,101,-924
4983,7015,5722,1302,-593,-709
5023,6977,6362,1238,-851,-387
5083,6777,6915,976,-758,-218
5026,6058,6973,681,-673,-8
5180,5389,6819,457,-492,35
5842,5165,6834,310,-375,65
6743,5168,6831,-240,115,125
6950,5048,6388,-1096,953,143
6967,5031,5855,-1173,876,297
6916,5081,5283,-1034,715,319
6972,5594,5027,-897,686,211
6933,6308,5065,-587,487,100
6569,6889,5109,-393,168,225
5719,6994,5005,6,-254,248
5078,6920,5277,853,-903,50
5013,6985,5823,1012,-874,-138
5032,6966,6433,700,-555,-145
5116,6655,6883,471,-493,22
5248,5890,6751,15,-355,340
5680,5325,6675,-682,50,632
