I0,I1,I2
-9165,3799,5366
-8881,1934,6947
-8134,61,8073
-7103,-1810,8913
-5634,-3588,9222
-3980,-5209,9189
-1992,-6752,8744
-24,-7788,7812
1885,-8621,6736
3683,-9120,5437
5358,-9141,3783
6831,-8732,1901
8118,-8006,-112
8881,-6950,-1931
9413,-5523,-3890
9334,-3976,-5358
9079,-2087,-6992
8266,-243,-8023
7243,1480,-8723
5828,3328,-9156
4195,4999,-9194
2376,6389,-8765
412,7627,-8039
-1621,8270,-6649
-3559,8357,-4798
-5263,8468,-3205
-6884,8134,-1250
-8142,7284,858
-8823,6278,2545
-9141,4698,4443
-8905,2982,5923
-8311,1134,7177
-7437,-701,8138
-6216,-2598,8814
-4677,-4265,8942
-3106,-5733,8839
-1167,-6983,8150
668,-8014,7346
2640,-8575,5935
4467,-8798,4331
6067,-8497,2430
7437,-8047,610
8489,-7095,-1394
8980,-5754,-3226
9132,-4244,-4888
8872,-2516,-6356
8481,-816,-7665
7717,977,-8694
6525,2627,-9152
4813,4306,-9119
3003,5766,-8769
1171,7037,-8208
-668,8035,-7367
-2631,8679,-6048
-4446,8868,-4422
-6051,8522,-2471
-7354,7656,-302
-8287,6657,1630
-8905,5544,3361
-9083,4100,4983
-8736,2260,6476
-8357,622,7735
-7375,-1262,8637
-6138,-3003,9141
-4636,-4677,9313
-2648,-6158,8806
-750,-7350,8100
903,-8419,7516
2858,-9033,6175
4636,-9372,4736
6195,-9087,2892
7507,-8435,928
8538,-7709,-829
9322,-6591,-2731
9669,-5247,-4422
9834,-4026,-5808
9433,-2260,-7173
8505,-309,-8196
7433,1493,-8926
6117,3312,-9429
4422,4991,-9413
2586,6484,-9070
602,7767,-8369
-1241,8518,-7277
-3238,9025,-5787
-4925,8765,-3840
-6587,8633,-2046
-7792,7833,-41
-8790,6938,1852
-9211,5531,3680
-9244,4087,5157
-8971,2215,6756
-8109,247,7862
-6991,-1678,8669
-5647,-3547,9194
-3889,-5205,9094
-2025,-6694,8719
-53,-7825,7878
1707,-8559,6852
3605,-9132,5527
5362,-9132,3770
6868,-8773,1905
8076,-7986,-90
8959,-6930,-2029
9289,-5461,-3828
9359,-4038,-5321
8959,-2074,-6885
8250,-177,-8073
7515,1443,-8958
6026,3366,-9392
4488,4904,-9392
2516,6327,-8843
565,7486,-8051
-1435,8456,-7021
-3427,8720,-5293
-5106,8868,-3762
-6678,8476,-1798
-7981,7895,86
-8831,6847,1984
-9190,5449,3741
-9223,3795,5428
-8736,1872,6864
-8019,-33,8052
-6855,-1881,8736
-5416,-3679,9095
-3782,-5296,9078
-1914,-6752,8666
86,-7928,7842
1823,-8732,6909
3704,-9186,5482
5432,-9285,3853
6909,-8806,1897
8085,-8085,0
8963,-7024,-1939
9537,-5783,-3754
9858,-4512,-5346
9607,-2891,-6716
9095,-1072,-8023
7969,779,-8748
6534,2623,-9157
5016,4335,-9351
3077,6026,-9103
1216,7239,-8455
-581,8324,-7743
-2652,8959,-6307
-4496,9046,-4550
-5964,8377,-2413
-7491,8039,-548
-8559,7136,1423
-9120,5874,3246
-9211,4310,4901
-8893,2396,6497
-8134,437,7697
-7132,-1443,8575
-5667,-3349,9016
-4252,-4966,9218
-2359,-6505,8864
-334,-7668,8002
1480,-8625,7145
3283,-9058,5775
5073,-9165,4092
6649,-8976,2327
7903,-8250,347
8815,-7346,-1469
9359,-5973,-3386
9458,-4438,-5020
9281,-2739,-6542
8588,-812,-7776
7672,994,-8666
6476,2776,-9252
5024,4409,-9433
3184,6001,-9185
1225,7169,-8394
-602,8122,-7520
-2809,8666,-5857
-4549,8489,-3940
-6191,8254,-2063
-7602,7606,-4
-8563,6682,1881
-9054,5292,3762
-9042,3729,5313
-8778,1897,6881
-8204,152,8052
-7128,-1720,8848
-5626,-3522,9148
-3922,-5143,9065
-2132,-6517,8649
-202,-7631,7833
1629,-8538,6909
3576,-8971,5395
5267,-9042,3775
6752,-8464,1712
7920,-7705,-215
8732,-6492,-2240
9215,-5139,-4076
9235,-3630,-5605
9108,-2004,-7104
8757,-449,-8308
7449,1406,-8855
5795,3205,-9000
4133,4896,-9029
2182,6348,-8530
74,7466,-7540
-1942,8349,-6407
-3630,8575,-4945
-5511,8555,-3044
-6851,8014,-1163
-8130,7309,821
-8798,6195,2603
-9029,4450,4579
-8794,2978,5816
-8212,911,7301
-7453,-804,8257
-6191,-2652,8843
-4834,-4343,9177
-3048,-6076,9124
-1287,-7239,8526
565,-8146,7581
2384,-8732,6348
4413,-9157,4744
5977,-8910,2933
7400,-8423,1023
8443,-7891,-552
9454,-6946,-2508
9834,-5775,-4059
9532,-3947,-5585
9136,-2301,-6835
8316,-334,-7982
7165,1662,-8827
5746,3473,-9219
4294,4937,-9231
2380,6323,-8703
371,7573,-7944
-1530,8369,-6839
-3650,9013,-5363
-5346,9046,-3700
-6703,8489,-1786
-7816,7507,309
-8856,6525,2331
-9211,5160,4051
-9153,3531,5622
-8856,1843,7013
-8171,-33,8204
-7202,-1864,9066
-5684,-3729,9413
-4149,-5139,9288
-2062,-6752,8814
8,-7858,7850
1625,-8646,7021
3419,-9202,5783
5143,-9359,4216
6666,-9087,2421
7961,-8402,441
8951,-7396,-1555
9458,-6125,-3333
9623,-4504,-5119
9549,-3052,-6497
8897,-1204,-7693
7940,606,-8546
6406,2631,-9037
4917,4413,-9330
3106,5981,-9087
1262,7227,-8489
-742,8262,-7520
-2912,8522,-5610
-4483,8806,-4323
-6282,8782,-2500
-7540,8060,-520
-8625,7235,1390
-9108,5750,3358
-9165,4298,4867
-8765,2421,6344
-7940,264,7676
-6826,-1617,8443
-5490,-3300,8790
-3988,-5003,8991
-2000,-6517,8517
-49,-7705,7754
1922,-8641,6719
3807,-9021,5214
5420,-8984,3564
6814,-8608,1794
8179,-7837,-342
8893,-6806,-2087
9190,-5247,-3943
9091,-3613,-5478
8749,-1790,-6959
7998,-24,-7974
6859,1922,-8781
5304,3757,-9061
3559,5263,-8822
1749,6686,-8435
-210,7911,-7701
-2099,8530,-6431
-3980,8930,-4950
-5614,8782,-3168
-6991,7986,-995
-8035,6971,1064
-8641,5857,2784
-9033,4446,4587
-8794,2668,6126
-8278,911,7367
-7437,-928,8365
-6232,-2677,8909
-4785,-4500,9285
-2924,-5968,8892
-973,-7202,8175
787,-8245,7458
2689,-8971,6282
4438,-9194,4756
6051,-9033,2982
7425,-8456,1031
8427,-7717,-710
9169,-6529,-2640
9545,-5292,-4253
9763,-3852,-5911
9322,-2153,-7169
8361,-148,-8213
7251,1592,-8843
5907,3370,-9277
4302,5032,-9334
2392,6529,-8921
482,7841,-8323
-1414,8584,-7170
-3287,9099,-5812
-5053,8996,-3943
-6587,8740,-2153
-7862,7870,-8
-8885,6987,1898
-9281,5696,3585
-9330,4125,5205
-8984,2297,6687
-8192,363,7829
-7206,-1501,8707
-5832,-3316,9148
-4120,-5057,9177
-2215,-6591,8806
-292,-7816,8108
1579,-8629,7050
3469,-9260,5791
5127,-9301,4174
6719,-8967,2248
7932,-8328,396
8881,-7367,-1514
9351,-5960,-3391
9458,-4471,-4987
9198,-2784,-6414
8530,-858,-7672
7680,1027,-8707
6323,2846,-9169
4780,4566,-9346
2904,6076,-8980
965,7334,-8299
-990,8316,-7326
-3130,8662,-5532
-4797,8815,-4018
-6435,8629,-2194
-7742,8035,-293
-8757,6987,1770
-9009,5572,3437
-9083,4046,5037
-8716,2190,6526
-7924,127,7797
-6802,-1794,8596
-5346,-3617,8963
-3729,-5238,8967
-1819,-6777,8596
86,-7899,7813
2037,-8749,6712
3782,-9169,5387
5519,-9178,3659
6967,-8724,1757
8134,-7965,-169
9000,-6950,-2050
9590,-5915,-3675
9920,-4644,-5276
9454,-2722,-6732
8930,-969,-7961
7750,961,-8711
6472,2800,-9272
4863,4554,-9417
2883,6154,-9037
1072,7396,-8468
-746,8410,-7664
-2631,9070,-6439
-4459,9306,-4847
-6084,9025,-2941
-7441,8353,-912
-8637,7429,1208
-9149,6278,2871
-9310,4648,4662
-9099,2945,6154
-8509,973,7536
-7573,-874,8447
-6237,-2825,9062
-4739,-4578,9317
-2866,-6142,9008
-928,-7392,8320
754,-8390,7636
2780,-9054,6274
4554,-9343,4789
6228,-9136,2908
7561,-8472,911
8695,-7676,-1019
9268,-6373,-2895
9442,-4900,-4542
9289,-3188,-6101
8604,-1130,-7474
7742,726,-8468
6480,2470,-8950
5003,4277,-9280
3291,5762,-9053
1386,7140,-8526
-416,8142,-7726
-2475,8790,-6315
-4417,8712,-4295
-5940,8295,-2355
-7404,7709,-305
-8402,6777,1625
-8872,5469,3403
-8893,3889,5004
-8637,2004,6633
-7911,198,7713
-6736,-1794,8530
-5218,-3634,8852
-3638,-5189,8827
-1621,-6661,8282
367,-7800,7433
2124,-8575,6451
3997,-9033,5036
5700,-8938,3238
7000,-8328,1328
8134,-7441,-693
8815,-6274,-2541
9136,-4888,-4248
9372,-3502,-5870
9351,-2025,-7326
8415,-160,-8255
7086,1617,-8703
5478,3444,-8922
3836,5094,-8930
1815,6542,-8357
-251,7750,-7499
-2050,8439,-6389
-3873,8716,-4843
-5585,8646,-3061
-6979,8113,-1134
-8258,7309,949
-8856,6187,2669
-8947,4603,4344
-8662,2875,5787
-8217,1072,7145
-7416,-816,8232
-6138,-2685,8823
-4657,-4389,9046
-2862,-5968,8830
-899,-7293,8192
878,-8208,7330
2726,-8815,6089
4512,-9103,4591
6146,-8794,2648
7478,-8320,842
8600,-7689,-911
9376,-6727,-2649
9656,-5383,-4273
9351,-3584,-5767
8819,-1732,-7087
7990,140,-8130
6917,1901,-8818
5515,3720,-9235
3815,5300,-9115
1934,6612,-8546
-53,7779,-7726
-1823,8559,-6736
-3708,9083,-5375
-5300,8980,-3680
-6666,8179,-1513
-7763,7070,693
-8699,6253,2446
-8992,4842,4150
-8852,3217,5635
-8476,1266,7210
-7693,-594,8287
-6455,-2413,8868
-4830,-4141,8971
-3143,-5729,8872
-1192,-7119,8311
705,-8056,7351
2495,-8827,6332
4323,-9273,4950
5894,-9149,3255
7387,-8720,1333
8476,-7907,-569
9244,-6979,-2265
9578,-5531,-4047
9730,-4248,-5482
9400,-2404,-6996
8386,-515,-7871
7293,1353,-8646
5898,3163,-9061
4294,4908,-9202
2462,6364,-8826
602,7631,-8233
-1410,8415,-7005
-3378,8658,-5280
-5053,8835,-3782
-6608,8559,-1951
-7911,7755,156
-8765,6822,1943
-9149,5313,3836
-9017,3795,5222
-8497,1773,6724
-7755,-78,7833
-6645,-2017,8662
-5181,-3799,8980
-3485,-5473,8958
-1538,-6901,8439
466,-7990,7524
2161,-8753,6592
3906,-9037,5131
5638,-8930,3292
7099,-8559,1460
8241,-7779,-462
8967,-6744,-2223
9227,-5181,-4046
9194,-3642,-5552
8790,-1835,-6955
8006,33,-8039
6921,1831,-8752
5502,3642,-9144
3873,5205,-9078
1905,6633,-8538
-37,7742,-7705
-1798,8526,-6728
-3716,8893,-5177
-5379,8778,-3399
-6624,7986,-1362
-7759,6839,920
-8431,5812,2619
-8823,4401,4422
-8625,2714,5911
-8138,808,7330
-7148,-1043,8191
-5919,-2879,8798
-4438,-4549,8987
-2528,-6043,8571
-647,-7301,7948
1221,-8291,7070
3077,-8835,5758
4809,-8984,4175
6286,-8707,2421
7486,-8039,553
8571,-7165,-1406
9186,-5890,-3296
9557,-4752,-4805
9607,-3267,-6340
8868,-1390,-7478
7887,400,-8287
6732,2198,-8930
5201,3997,-9198
3423,5502,-8925
1662,6930,-8592
-424,7998,-7574
-2223,8625,-6402
-4001,8819,-4818
-5643,8637,-2994
-7082,8138,-1056
-8208,7284,924
-9013,6257,2756
-9149,4818,4331
-9116,3217,5899
-8538,1295,7243
-7643,-598,8241
-6484,-2450,8934
-4933,-4265,9198
-3324,-5766,9090
-1431,-7181,8612
437,-8221,7784
2178,-8881,6703
4050,-9351,5301
5688,-9240,3552
7136,-8901,1765
8245,-8217,-28
9116,-7206,-1910
9508,-5894,-3614
9590,-4430,-5160
9396,-2718,-6678
8617,-775,-7842
7808,965,-8773
6451,2788,-9239
4908,4463,-9371
3073,6026,-9099
1175,7227,-8402
-647,8225,-7578
-2953,8542,-5589
-4628,8786,-4158
-6331,8728,-2397
-7631,8134,-503
-8654,7227,1427
-9046,5836,3210
-9182,4318,4864
-8823,2491,6332
-8204,540,7664
-7016,-1423,8439
-5577,-3320,8897
-4030,-5020,9050
-2178,-6529,8707
-214,-7746,7960
1629,-8608,6979
3427,-9211,5784
5176,-9355,4179
6694,-8885,2191
7878,-8163,285
8905,-7313,-1592
9417,-6018,-3399
9805,-4863,-4942
9590,-3122,-6468
9194,-1460,-7734
8184,416,-8600
6814,2260,-9074
5317,4129,-9446
3427,5659,-9086
1604,7111,-8715
-334,8142,-7808
-2178,8947,-6769
-4042,9277,-5235
-5742,8790,-3048
-7132,8245,-1113
-8402,7495,907
-9112,6402,2710
-9339,4793,4546
-9132,3093,6039
-8452,1122,7330
-7598,-701,8299
-6294,-2685,8979
-4805,-4475,9280
-3048,-6034,9082
-1035,-7371,8406
701,-8340,7639
2623,-9091,6468
4475,-9392,4917
6105,-9227,3122
7486,-8703,1217
8608,-7833,-775
9363,-6913,-2450
9685,-5432,-4253
9471,-3790,-5681
8992,-1901,-7091
8052,86,-8138
6905,1901,-8806
5511,3762,-9273
3894,5346,-9240
1868,6822,-8690
-202,7915,-7713
-1988,8691,-6703
-3984,8852,-4868
-5663,8629,-2966
-7107,8142,-1035
-8258,7161,1097
-8856,6014,2842
-9021,4455,4566
-8794,2714,6080
-8287,841,7446
-7231,-1109,8340
-5820,-2970,8790
-4261,-4702,8963
-2446,-6241,8687
-433,-7548,7981
1460,-8493,7033
3283,-9013,5730
5003,-9186,4183
6517,-8778,2261
7730,-8113,383
8666,-7169,-1497
9132,-5700,-3432
9310,-4252,-5058
9466,-2858,-6608
9103,-1159,-7944
7944,676,-8620
6542,2495,-9037
4842,4306,-9148
3064,5865,-8929
1035,7173,-8208
-841,8208,-7367
-2796,8794,-5998
-4566,8934,-4368
-6117,8505,-2388
-7474,7866,-392
-8534,7000,1534
-8951,5709,3242
-8893,3988,4905
-8526,2120,6406
-7870,222,7648
-6789,-1678,8467
-5407,-3543,8950
-3733,-5275,9008
-1893,-6666,8559
86,-7763,7677
1909,-8551,6642
3786,-9095,5309
5490,-9029,3539
6888,-8629,1741
8109,-8060,-49
9293,-7458,-1835
9664,-6162,-3502
9586,-4500,-5086
9128,-2598,-6530
8287,-614,-7673
7404,1138,-8542
6080,2974,-9054
4500,4714,-9214
2520,6162,-8682
602,7363,-7965
-1460,8328,-6868
-3275,8889,-5614
-4983,8984,-4001
-6529,8439,-1910
-7635,7474,161
-8588,6612,1976
-9004,5259,3745
-8938,3642,5296
-8633,1790,6843
-7854,-132,7986
-6773,-1947,8720
-5263,-3795,9058
-3663,-5374,9037
-1621,-6736,8357
404,-7887,7483
2153,-8683,6530
3881,-9116,5235
5597,-9149,3552
7066,-8732,1666
8105,-7849,-256
9033,-6954,-2079
9466,-5626,-3840
9652,-4318,-5334
9537,-2656,-6881
8547,-655,-7892
7387,1163,-8550
6047,3011,-9058
4541,4743,-9284
2677,6286,-8963
841,7598,-8439
-1068,8431,-7363
-3019,9042,-6023
-4686,9157,-4471
-6286,8905,-2619
-7598,8171,-573
-8600,7243,1357
-9128,5865,3263
-9120,4273,4847
-8778,2499,6279
-8080,532,7548
-7132,-1377,8509
-5610,-3366,8976
-4145,-4950,9095
-2277,-6517,8794
-354,-7709,8063
1559,-8650,7091
3345,-9054,5709
5061,-9235,4174
6645,-8955,2310
7829,-8349,520
8893,-7503,-1390
9380,-6158,-3222
9462,-4603,-4859
9198,-2846,-6352
8547,-973,-7574
7585,932,-8517
6319,2718,-9037
4719,4463,-9182
2904,5944,-8848
928,7297,-8225
-907,8250,-7343
-2895,8679,-5784
-4648,8844,-4196
-6261,8427,-2166
-7569,7478,91
-8361,6422,1939
-8922,5214,3708
-8918,3568,5350
-8460,1716,6744
-7804,-99,7903
-6591,-1980,8571
-5300,-3724,9024
-3423,-5341,8764
-1526,-6674,8200
536,-7874,7338
2215,-8538,6323
4026,-9009,4983
5713,-8712,2999
7095,-8080,985
8212,-7379,-833
8852,-6076,-2776
9157,-4739,-4418
9149,-3155,-5994
8794,-1431,-7363
7907,330,-8237
6727,2124,-8851
5168,3865,-9033
3452,5424,-8876
1518,6884,-8402
-379,7899,-7520
-2248,8505,-6257
-4083,8802,-4719
-5696,8637,-2941
-7136,8064,-928
-8233,7115,1118
-8868,5993,2875
-9037,4467,4570
-8806,2792,6014
-8196,969,7227
-7326,-915,8241
-6010,-2821,8831
-4521,-4492,9013
-2730,-6063,8793
-816,-7334,8150
969,-8324,7355
2780,-8934,6154
4570,-9384,4814
6138,-9215,3077
7482,-8798,1316
8567,-8039,-528
9314,-7029,-2285
9598,-5618,-3980
9598,-4116,-5482
9281,-2314,-6967
8518,-470,-8048
7672,1315,-8987
6220,3184,-9404
4842,4772,-9614
2970,6319,-9289
1060,7420,-8480
-787,8464,-7677
-2805,8827,-6022
-4541,9083,-4542
-6224,8811,-2587
-7453,8212,-759
-8658,7400,1258
-9075,6010,3065
-9211,4533,4678
-8918,2710,6208
-8283,693,7590
-7272,-1188,8460
-5898,-3040,8938
-4339,-4764,9103
-2367,-6282,8649
-457,-7532,7989
1332,-8489,7157
3271,-8980,5709
4950,-9120,4170
6534,-8811,2277
7804,-8052,248
8683,-7020,-1663
9273,-5758,-3515
9372,-4269,-5103
9009,-2421,-6588
8534,-697,-7837
7618,1155,-8773
6154,2891,-9045
4471,4681,-9152
2520,6154,-8674
688,7408,-8096
-1171,8340,-7169
-3110,8910,-5800
-4818,8637,-3819
-6360,8192,-1832
-7771,7656,115
-8720,6666,2054
-9124,5350,3774
-9070,3737,5333
-8567,1901,6666
-7779,-90,7869
-6661,-1959,8620
-5288,-3733,9021
-3658,-5366,9024
-1782,-6810,8592
156,-7870,7714
1963,-8740,6777
3848,-9190,5342
5457,-9169,3712
6950,-8765,1815
8146,-8138,-8
9268,-7602,-1666
9739,-6290,-3449
9516,-4636,-4880
9202,-2788,-6414
8377,-787,-7590
7511,1068,-8579
6286,2788,-9074
4747,4582,-9329
3015,6121,-9136
1047,7313,-8360
-804,8324,-7520
-2747,9029,-6282
-4500,9128,-4628
-6109,8745,-2636
-7334,7862,-528
-8291,6785,1506
-8790,5593,3197
-8827,3869,4958
-8621,2091,6530
-8006,259,7747
-6822,-1637,8459
-5350,-3514,8864
-3869,-5164,9033
-1918,-6711,8629
115,-7866,7751
1889,-8650,6761
3720,-9202,5482
5395,-9182,3787
6769,-8662,1893
7924,-8002,78
8848,-6950,-1898
9202,-5494,-3708
9347,-4071,-5276
9235,-2421,-6814
8827,-775,-8052
7693,1047,-8740
6125,2916,-9041
4479,4562,-9041
2607,6117,-8724
470,7301,-7771
-1427,8184,-6757
-3361,8604,-5243
-5024,8604,-3580
-6616,8179,-1563
-7878,7478,400
-8778,6546,2232
-9017,4999,4018
-8868,3316,5552
-8340,1472,6868
-7569,-363,7932
-6352,-2293,8645
-4863,-4050,8913
-3209,-5622,8831
-1299,-6991,8290
668,-8052,7384
2409,-8695,6286
4269,-8988,4719
5907,-8860,2953
7301,-8361,1060
8431,-7808,-623
9347,-6950,-2397
9631,-5564,-4067
9306,-3840,-5466
8823,-1996,-6827
7936,41,-7977
6777,1839,-8616
5473,3634,-9107
3786,5214,-9000
1885,6620,-8505
-181,7722,-7541
-1905,8526,-6621
-3778,9004,-5226
-5440,8848,-3408
-6732,7887,-1155
-7738,6888,850
-8608,5997,2611
-8856,4512,4344
-8712,2838,5874
-8188,961,7227
-7321,-919,8240
-5964,-2776,8740
-4442,-4512,8954
-2668,-5993,8661
-655,-7247,7902
1134,-8146,7012
2990,-8934,5944
4727,-9198,4471
6224,-9083,2859
7557,-8654,1097
8613,-7755,-858
9260,-6534,-2726
9487,-5168,-4319
9627,-3762,-5865
9194,-1967,-7227
8262,-57,-8205
7132,1815,-8947
5737,3605,-9342
4232,5271,-9503
2470,6744,-9214
804,7915,-8719
-1101,8778,-7677
-2912,9198,-6286
-4632,9582,-4950
-6224,9413,-3189
-7569,8811,-1242
-8794,7986,808
-9475,6839,2636
-9726,5337,4389
-9574,3720,5854
-9050,1798,7252
-8419,-16,8435
-7359,-1876,9235
-5993,-3745,9738
-4455,-5457,9912
-2875,-6942,9817
-940,-8134,9074
763,-9054,8291
2681,-9685,7004
4512,-9875,5363
6212,-9871,3659
7717,-9405,1688
8967,-8790,-177
9693,-7717,-1976
10098,-6319,-3779
10118,-4653,-5465
9776,-2788,-6988
9087,-965,-8122
8122,1010,-9132
6715,2932,-9647
5077,4714,-9791
3036,6364,-9400
1018,7639,-8657
-907,8687,-7780
-2998,9330,-6332
-4871,9623,-4752
-6583,9223,-2640
-7812,8386,-574
-8740,7119,1621
-9334,5940,3394
-9504,4339,5165
-9149,2347,6802
-8538,354,8184
-7375,-1650,9025
-5993,-3588,9581
-4215,-5284,9499
-2244,-6892,9136
-206,-8225,8431
1716,-9132,7416
3704,-9656,5952
5519,-9669,4150
7033,-9178,2145
8266,-8489,223
9194,-7453,-1741
9664,-6001,-3663
9796,-4446,-5350
9442,-2623,-6819
8683,-606,-8077
7730,1361,-9091
6253,3258,-9511
4529,5057,-9586
2627,6633,-9260
536,7973,-8509
-1439,8848,-7409
-3345,9388,-6043
-5197,9339,-4142
-6835,8967,-2132
-8126,8002,124
-9062,7070,1992
-9561,5589,3972
-9557,4026,5531
-9198,2054,7144
-8274,-20,8294
-7165,-1992,9157
-5696,-3914,9610
-3988,-5671,9659
-1959,-7227,9186
-8,-8336,8344
1815,-9227,7412
3654,-9825,6171
5560,-9879,4319
7074,-9516,2442
8336,-8852,516
9392,-7953,-1439
9933,-6571,-3362
10147,-5057,-5090
10015,-3394,-6621
9347,-1291,-8056
8613,437,-9050
7412,2392,-9804
5799,4191,-9990
4087,5878,-9965
2050,7288,-9338
-82,8514,-8432
-2062,9194,-7132
-4116,9363,-5247
-5931,9471,-3540
-7441,8963,-1522
-8856,8303,553
-9504,7029,2475
-9854,5457,4397
-9735,3729,6006
-9194,1736,7458
-8332,-321,8653
-6979,-2281,9260
-5399,-4236,9635
-3642,-5964,9606
-1522,-7441,8963
585,-8613,8028
2458,-9417,6959
4360,-9809,5449
6179,-9718,3539
7643,-9128,1485
8798,-8328,-470
9578,-7049,-2529
9957,-5671,-4286
9879,-3951,-5928
9417,-1959,-7458
8798,-148,-8650
7470,1815,-9285
5935,3737,-9672
4009,5556,-9565
2029,7024,-9053
-189,8320,-8131
-1988,9219,-7231
-3988,9565,-5577
-5787,9215,-3428
-7367,8691,-1324
-8683,7957,726
-9339,6686,2653
-9660,5094,4566
-9442,3304,6138
-8839,1303,7536
-7944,-767,8711
-6542,-2850,9392
-4912,-4706,9618
-3069,-6348,9417
-1097,-7734,8831
845,-8848,8003
2850,-9565,6715
4714,-9875,5161
6451,-9739,3288
7854,-9198,1344
9190,-8633,-557
10015,-7792,-2223
10192,-6055,-4137
10023,-4290,-5733
9627,-2289,-7338
8695,-99,-8596
7618,1728,-9346
6249,3704,-9953
4587,5366,-9953
2619,7033,-9652
602,8200,-8802
-1443,9157,-7714
-3316,9763,-6447
-5181,9759,-4578
-6901,9334,-2433
-8229,8402,-173
-9165,7342,1823
-9722,5931,3791
-9726,4199,5527
-9458,2314,7144
-8753,276,8477
-7466,-1757,9223
-5948,-3646,9594
-4302,-5519,9821
-2322,-7049,9371
-173,-8278,8451
1724,-9198,7474
3630,-9747,6117
5552,-9871,4319
7090,-9429,2339
8476,-8567,91
9417,-7540,-1877
9829,-5985,-3844
9933,-4356,-5577
9669,-2495,-7174
9318,-726,-8592
8303,1229,-9532
6670,2990,-9660
4875,4838,-9713
2866,6529,-9395
627,7796,-8423
-1431,8798,-7367
-3568,9260,-5692
-5407,9264,-3857
-7074,8749,-1675
-8534,8080,454
-9417,7004,2413
-9660,5387,4273
-9442,3654,5788
-9013,1666,7347
-8151,-416,8567
-6855,-2355,9210
-5230,-4290,9520
-3407,-6026,9433
-1410,-7495,8905
647,-8559,7912
2594,-9289,6695
4591,-9603,5012
6352,-9487,3135
7833,-8856,1023
9021,-8373,-648
9978,-7507,-2471
10238,-5865,-4373
9933,-4017,-5916
9380,-2000,-7380
8489,24,-8513
7309,1984,-9293
5754,4034,-9788
3980,5709,-9689
1914,7177,-9091
-181,8377,-8196
-2050,9186,-7136
-4129,9710,-5581
-5820,9586,-3766
-7293,8877,-1584
-8423,7746,677
-9289,6649,2640
-9619,5073,4546
-9413,3184,6229
-8922,1311,7611
-8076,-730,8806
-6637,-2772,9409
-5016,-4521,9537
-3176,-6241,9417
-1006,-7610,8616
849,-8637,7788
2974,-9355,6381
4793,-9677,4884
6509,-9491,2982
7891,-8856,965
9000,-8023,-977
9714,-6604,-3110
9999,-5065,-4934
10159,-3630,-6529
9664,-1658,-8006
8472,288,-8760
7152,2277,-9429
5589,4153,-9742
3749,5824,-9573
1881,7288,-9169
-292,8464,-8172
-2211,9037,-6826
-4219,9281,-5062
-6063,9207,-3144
-7598,8571,-973
-8864,7709,1155
-9537,6451,3086
-9640,4793,4847
-9388,2945,6443
-8732,899,7833
-7763,-1060,8823
-6360,-3011,9371
-4743,-4904,9647
-2994,-6513,9507
-928,-7854,8782
961,-8951,7990
2965,-9499,6534
4879,-9763,4884
6645,-9607,2962
7990,-9145,1155
9388,-8773,-615
9949,-7371,-2578
10040,-5651,-4389
9924,-3968,-5956
9475,-2004,-7471
8555,66,-8621
7429,2013,-9442
5853,3828,-9681
4021,5581,-9602
2083,7194,-9277
-49,8394,-8345
-1963,9227,-7264
-3927,9631,-5704
-5845,9570,-3725
-7251,8844,-1593
-8485,7882,603
-9145,6575,2570
-9677,5242,4435
-9388,3275,6113
-8992,1361,7631
-8101,-627,8728
-6756,-2586,9342
-5259,-4521,9780
-3353,-6117,9470
-1287,-7594,8881
688,-8712,8024
2627,-9483,6856
4570,-9817,5247
6274,-9644,3370
7717,-9087,1370
8823,-8221,-602
9656,-6991,-2665
9974,-5506,-4468
10073,-3943,-6130
9570,-2116,-7454
8753,-33,-8720
7503,1947,-9450
6001,3815,-9816
4158,5539,-9697
2305,7062,-9367
-49,8316,-8267
-1794,9033,-7239
-3877,9301,-5424
-5597,8988,-3391
-7272,8538,-1266
-8427,7528,899
-9363,6447,2916
-9516,4851,4665
-9372,3077,6295
-8749,1023,7726
-7722,-928,8650
-6402,-2982,9384
-4747,-4846,9593
-2800,-6517,9317
-639,-7755,8394
1212,-8819,7607
3110,-9396,6286
5098,-9640,4542
6723,-9384,2661
8130,-8650,520
9116,-7709,-1407
9714,-6360,-3354
10003,-4970,-5033
9887,-3238,-6649
9215,-1225,-7990
8452,552,-9004
7115,2462,-9577
5535,4314,-9849
3646,5960,-9606
1699,7317,-9016
-358,8493,-8135
-2495,9124,-6629
-4455,9388,-4933
-6278,9355,-3077
-7693,8811,-1118
-9033,7994,1039
-9499,6715,2784
-9730,5106,4624
-9491,3287,6204
-8947,1262,7685
-7994,-759,8753
-6682,-2685,9367
-5065,-4570,9635
-3221,-6257,9478
-1237,-7755,8992
688,-8827,8139
2656,-9578,6922
4578,-9961,5383
6290,-9821,3531
7709,-9396,1687
8922,-8530,-392
9706,-7437,-2269
10287,-6088,-4199
10386,-4628,-5758
9829,-2635,-7194
9252,-750,-8502
8031,1262,-9293
6583,3176,-9759
4888,5016,-9904
2751,6666,-9417
800,8043,-8843
-1089,8980,-7891
-3093,9615,-6522
-5003,9483,-4480
-6628,8860,-2232
-8130,8373,-243
-9132,7387,1745
-9598,5836,3762
-9516,4112,5404
-9141,2099,7042
-8316,45,8271
-7049,-2062,9111
-5465,-4096,9561
-3881,-5766,9647
